id_svsa_50k,nome,mae,sexo,dt_nasc,cod_munic_res
17387,JOAO LUCAS ALMEIDA CASSIANO,MAITE CAVALCANTI CASSIANO,,1977-04-03,354300
17388,HENRY TEIXEIRA JESUS,MARIA CLARA PACHECO JESUS,,1997-09-26,130420
17389,SARA MONTENEGRO VIEIRA,GABRIELA VIANA VIEIRA,,1975-07-24,293200
17390,MELINA ALBUQUERQUE FREITAS,CAROLINA SOUSA FREITAS,,2022-01-26,230770
17391,RAFAEL SILVEIRA PASTOR,LUISA MENDES PASTOR,,1976-01-04,411070
17392,PIETRA CARDOSO SOUZA,ANA SOUSA SOUZA,,1975-09-15,316255
17393,ANDRE VASCONCELOS GARCIA,REBECA DA CRUZ ROCHA GARCIA,,2016-09-23,293320
17394,RAVI LUCCA NOVAES NUNES,LIZ BORGES NUNES,,1971-07-17,260825
17395,CALEBE GUERRA MORAES,ANNA LIZ COSTA MORAES,,2002-08-08,230810
17396,MANUELA COSTA PEIXOTO,JULIANA CALDEIRA PEIXOTO,,1974-01-27,431053
17397,BRENO MONTEIRO RAMOS,ESTHER MARQUES RAMOS,,1971-07-14,421555
17398,JOAO VITOR DA CRUZ SANTOS PEREIRA,EDUARDA SALES PEREIRA,,1996-02-26,352340
17399,ANA JULIA BARROS LIMA,MARIA JULIA MENDONCA LIMA,,1996-03-01,315980
17400,BRAYAN DA LUZ MONTENEGRO MOURA,ESTHER ALBUQUERQUE MOURA,,1971-12-22,230860
17401,JOAO VITOR SANTOS SOUSA,HELOISA PEIXOTO SOUSA,,2012-08-13,290940
17402,LUIZ FELIPE LEAO PIMENTA,LORENA DUARTE PIMENTA,,2016-12-08,230837
17403,THEO ALMEIDA ROCHA,MILENA CAVALCANTE ROCHA,,2018-11-30,311520
17404,JOAO FELIPE CAMPOS DIAS,HELENA DA ROCHA DA ROSA DIAS,,1987-12-13,312490
17405,JADE ARAUJO SOUZA,EVELYN ARAUJO SOUZA,,1972-08-13,231220
17406,BERNARDO SIQUEIRA ALVES,ALICE SAMPAIO ALVES,,2018-03-08,500430
17407,AYLLA LOPES LOPES,LAVINIA ALMEIDA LOPES,,2010-04-12,351490
17408,YAN NOVAES APARECIDA,MARIANE FOGACA APARECIDA,,1989-04-18,330130
17409,MELINA SIQUEIRA RAMOS,ISADORA BARBOSA RAMOS,,1985-09-29,410840
17410,AMANDA ALBUQUERQUE PORTO,MANUELLA PEIXOTO PORTO,,2012-07-24,330250
17411,BRAYAN PACHECO ANDRADE,MANUELA PEREIRA ANDRADE,,2010-03-06,240710
17412,ALICE MONTEIRO DAS NEVES,ANA JULIA PIRES DAS NEVES,,1984-05-27,314330
17413,NINA ANDRADE SANTOS,ANA CECILIA MORAES SANTOS,,2008-02-14,230010
17414,LUNA LIMA VARGAS,SOPHIA PINTO VARGAS,,2023-07-12,412640
17415,LUARA NASCIMENTO SOUSA,ELOA FARIAS SOUSA,,2008-12-15,320370
17416,ZOE NOVAES LEAO,ALEXIA DIAS LEAO,,1984-11-28,320010
17417,LIVIA NUNES NASCIMENTO,ANA LUIZA DA CUNHA CAVALCANTI NASCIMENTO,,2006-01-21,150560
17418,ANDRE NOVAIS GUERRA,MARIANA MARTINS GUERRA,,2004-03-28,311930
17419,RENAN BORGES COSTELA,OLIVIA BARBOSA COSTELA,,2005-02-05,510590
17420,LUISA MARQUES RAMOS,LARA FREITAS RAMOS,,2009-04-22,352680
17421,PEDRO HENRIQUE SOUSA MOURA,MARIA JULIA PACHECO MOURA,,1991-04-29,130185
17422,BARBARA MONTEIRO MONTEIRO,ESTHER DA PAZ ALBUQUERQUE MONTEIRO,,2023-10-15,293076
17423,RAUL FERNANDES PEREIRA,LAVINIA CAMARA PEREIRA,,2005-09-29,290770
17424,VITORIA FONSECA NASCIMENTO,RAQUEL SIQUEIRA NASCIMENTO,,1980-08-22,220945
17425,ELISA MONTEIRO GONCALVES,JADE CAMARA GONCALVES,,1974-07-14,330590
17426,BEATRIZ NOGUEIRA GUERRA,NINA MACHADO GUERRA,,1987-07-02,110020
17427,ANDRE ANDRADE DA CUNHA,STEPHANY DA PAZ FERREIRA DA CUNHA,,1972-04-25,292860
17428,CALEB DA MOTA BRITO CAMPOS,MARIA ISIS SIQUEIRA CAMPOS,,1983-06-09,230220
17429,ANTONELLA FERREIRA PIRES,JULIA ALMEIDA PIRES,,2009-07-18,230270
17430,PIETRA APARECIDA MOURA,MARIA FERNANDA MENDES MOURA,,2018-02-13,330220
17431,JULIANA MORAES DA CRUZ,LAURA RIOS DA CRUZ,,2006-10-07,320335
17432,ANA SA DIAS,LORENA COSTELA DIAS,,2017-01-17,311380
17433,EMANUELLA MELO CALDEIRA,ANA CECILIA FERNANDES CALDEIRA,,2010-05-05,430047
17434,MAITE VIEIRA MELO,MARIA LIZ VASCONCELOS MELO,,2014-08-15,330411
17435,ANTHONY GABRIEL ALVES PEIXOTO,LUNNA COSTELA PEIXOTO,,2015-12-06,431237
17436,LUIZ FERNANDO OLIVEIRA FERNANDES,MARIA HELENA SANTOS FERNANDES,,2005-02-21,315890
17437,PEDRO AZEVEDO FONSECA,MARINA OLIVEIRA FONSECA,,1988-03-21,320160
17438,MARIANE DIAS MORAES,CATARINA DA CRUZ MOREIRA MORAES,,2002-07-26,310940
17439,BENJAMIM CARDOSO ARAGAO,MARIA FLOR BRITO ARAGAO,,2019-11-16,355350
17440,GABRIELLY MACHADO DA ROSA,VALENTINA CARVALHO DA ROSA,,2020-11-19,210407
17441,SABRINA VIANA DAS NEVES,MIRELLA COSTELA DAS NEVES,,1986-09-24,250900
17442,AURORA NOVAES GOMES,MARIA HELENA ALBUQUERQUE GOMES,,2014-01-30,330460
17443,MARIA FLOR PORTO JESUS,LUNA NOVAES JESUS,,2002-01-04,290170
17444,EMANUELLA DA COSTA RAMOS CUNHA,MARIA JULIA MONTEIRO CUNHA,,1982-08-18,353680
17445,CAMILA SAMPAIO NOGUEIRA,ESTER VIANA NOGUEIRA,,2016-07-30,354110
17446,ENZO CASTRO LEAO,MARIA CECILIA NUNES LEAO,,2004-01-15,430780
17447,ENZO GABRIEL SOUZA PORTO,MARIAH FERREIRA PORTO,,1998-10-16,292140
17448,YAGO PIRES CARVALHO,MARIA LUIZA FARIAS CARVALHO,,1970-01-09,330470
17449,NINA LIMA MENDES,REBECA VASCONCELOS MENDES,,2013-05-08,431349
17450,YAN NUNES ALBUQUERQUE,ESTER NOGUEIRA ALBUQUERQUE,,2017-04-24,421250
17451,ISABELLA PORTO CASTRO,ISADORA CALDEIRA CASTRO,,2021-04-10,430120
17452,HENRY GABRIEL VASCONCELOS PORTO,STELLA GONCALVES PORTO,,1992-06-26,355030
17453,PIETRA CALDEIRA GARCIA,YASMIN FARIAS GARCIA,,2001-10-09,171430
17454,LIVIA SOUZA DA CRUZ,MAITE NUNES DA CRUZ,,1974-09-18,431795
17455,JULIA DA COSTA DA ROCHA GARCIA,GIOVANNA VASCONCELOS GARCIA,,1975-03-01,292300
17456,SARAH LOPES PIRES,MANUELLA ARAGAO PIRES,,1986-01-01,231320
17457,EVELYN MACEDO FREITAS,EVELYN NASCIMENTO FREITAS,,1993-08-02,241140
17458,VINICIUS ABREU MACHADO,LUNA DA CUNHA DA CONCEICAO MACHADO,,2012-10-19,311340
17459,AMANDA MENDONCA NOVAES,MARIA LAURA ALVES NOVAES,,2011-03-24,432032
17460,ANA LUIZA CASA GRANDE MOREIRA,FERNANDA AZEVEDO MOREIRA,,2007-08-28,314270
17461,VALENTINA SANTOS ROCHA,ANA VITORIA ARAGAO ROCHA,,2004-08-15,352930
17462,MARCELA PEIXOTO MARQUES,ISABEL DA CONCEICAO CALDEIRA MARQUES,,1973-03-30,260620
17463,BERNARDO FERNANDES SILVEIRA,REBECA PEREIRA SILVEIRA,,2007-12-22,320490
17464,BRUNO MENDES DA CONCEICAO,ANA CLARA FERNANDES DA CONCEICAO,,1971-01-25,312160
17465,ARTHUR GABRIEL PEREIRA BRITO,MARIANE DA CONCEICAO FERREIRA BRITO,,2002-03-01,230530
17466,ALICE COSTELA DA PAZ,MARIA LIZ LIMA DA PAZ,,2014-09-13,316270
17467,BRENO DA CONCEICAO ALBUQUERQUE FERNANDES,ANA JULIA DA ROSA VARGAS FERNANDES,,1983-02-24,312040
17468,JOAO GABRIEL PINTO DA LUZ,SOFIA MOURA DA LUZ,,1987-06-13,316720
17469,YURI PINTO CAMPOS,ESTER VASCONCELOS CAMPOS,,1998-05-23,172015
17470,RAVY CARVALHO PIMENTA,MILENA NOVAES PIMENTA,,1986-01-06,412520
17471,LUIZ FERNANDO SILVEIRA OLIVEIRA,LORENA NASCIMENTO OLIVEIRA,,1990-10-12,240800
17472,BELLA NUNES LOPES,LUANA DA PAZ PIRES LOPES,,1988-05-31,354640
17473,OLIVIA SOUZA DA MOTA,ISIS ALVES DA MOTA,,2019-11-04,313630
17474,SARA FONSECA DA ROCHA,LIVIA MELO DA ROCHA,,2013-08-24,522170
17475,EVELYN DA LUZ ALVES FARIAS,ANA SOPHIA MONTENEGRO FARIAS,,1999-04-01,261080
17476,LUIZ OTAVIO BARBOSA MELO,AYLA MOREIRA MELO,,1974-01-29,314230
17477,BRYAN MACHADO JESUS,EDUARDA NUNES JESUS,,2009-01-04,410020
17478,CLARICE FERNANDES FERNANDES,MAYA CALDEIRA FERNANDES,,2010-12-10,291240
17479,ANA CECILIA DA LUZ PINTO VIANA,HELOISA FREITAS VIANA,,1973-11-30,211027
17480,SARA PIMENTA PEIXOTO,ISIS PIRES PEIXOTO,,2003-03-05,320080
17481,LUIZ FERNANDO DUARTE GARCIA,BRENDA ABREU GARCIA,,2014-12-26,432237
17482,PAULO DAS NEVES NOVAIS PEREIRA,CAROLINA GARCIA PEREIRA,,2014-07-22,316290
17483,RODRIGO SANTOS DA ROSA,JADE SOUZA DA ROSA,,1978-12-14,316000
17484,THEO CAMPOS DA CRUZ,ANA MACEDO DA CRUZ,,1980-02-08,421960
17485,ZOE VIEIRA PEIXOTO,MARIA SOPHIA MENDES PEIXOTO,,1985-02-19,330100
17486,MURILO BARBOSA DA CRUZ,AMANDA MENDONCA DA CRUZ,,2022-12-30,314270
17487,JOSE CIRINO PEREIRA,ALICE FOGACA PEREIRA,,1983-07-20,291800
17488,OTTO GUERRA ALMEIDA,SOPHIE FREITAS ALMEIDA,,1995-09-15,292665
17489,ANA LIVIA CASSIANO NUNES,ANA VITORIA DA ROCHA ARAUJO NUNES,,1977-06-08,290930
17490,NICOLE NASCIMENTO RAMOS,ELOA DA COSTA FARIAS RAMOS,,1983-05-16,315670
17491,MARIA ALICE VARGAS MENDONCA,PIETRA SILVA MENDONCA,,1974-11-27,292650
17492,LEANDRO NASCIMENTO NOVAIS,JOANA PASTOR NOVAIS,,1997-03-10,291005
17493,CAROLINA GONCALVES CAMARA,AURORA DA CRUZ MENDONCA CAMARA,,1982-04-22,431410
17494,OLIVIA RAMOS CASTRO,EMILLY NOVAES CASTRO,,1992-03-16,250330
17495,DIEGO CUNHA LEAO,SOPHIA SA LEAO,,1972-10-06,352215
17496,ANA JULIA PEIXOTO CASSIANO,JULIA AZEVEDO CASSIANO,,1992-05-18,420500
17497,FERNANDO AZEVEDO JESUS,MILENA LEAO JESUS,,1986-12-23,430980
17498,EVELYN ARAGAO PIMENTA,EMILLY VASCONCELOS PIMENTA,,2005-04-27,431950
17499,MURILO RODRIGUES VIEIRA,MARIA LUISA SA VIEIRA,,2001-02-01,330390
17500,CECILIA FERREIRA FREITAS,MARIANA GONCALVES FREITAS,,1987-02-24,421125
17501,MARIA CECILIA FOGACA DA CRUZ,CLARICE SOUSA DA CRUZ,,2006-04-15,411990
17502,MARIA ALICE GUERRA CARDOSO,JULIA NUNES CARDOSO,,2007-07-29,354000
17503,MILENA FERREIRA MARQUES,HADASSA VASCONCELOS MARQUES,,1975-08-08,314570
17504,OTTO MOURA FARIAS,ELOAH FERREIRA FARIAS,,1982-05-11,330140
17505,ANA SOPHIA PEREIRA GARCIA,KAMILLY MORAES GARCIA,,2011-07-27,431850
17506,LUISA DAS NEVES CALDEIRA CARDOSO,MARIANE SA CARDOSO,,1984-05-08,521300
17507,JOAO PEDRO PASTOR CUNHA,SOPHIE MARQUES CUNHA,,1999-10-15,230810
17508,ANA CLARA PASTOR LOPES,ANNA LIZ MOURA LOPES,,1973-12-03,350250
17509,JOAO MIGUEL NOVAES FOGACA,ESTHER MORAES FOGACA,,1997-05-09,410045
17510,MATHEUS MACEDO CAMARGO,MARIA JULIA NOGUEIRA CAMARGO,,1985-02-12,170388
17511,OLIVER MONTENEGRO CARDOSO,STEPHANY BORGES CARDOSO,,2005-05-09,251320
17512,VALENTIM MARQUES MONTEIRO,LARA TEIXEIRA MONTEIRO,,1979-03-18,420610
17513,NICOLE AZEVEDO VIANA,SARAH NUNES VIANA,,2000-02-18,230800
17514,RYAN VARGAS MELO,MAITE BORGES MELO,,2021-02-09,320470
17515,AMANDA ABREU DA CRUZ,HELLENA BORGES DA CRUZ,,2001-04-05,431430
17516,THIAGO FOGACA CASA GRANDE,CLARA VIEIRA CASA GRANDE,,1978-03-19,350850
17517,ISABELLY MOREIRA APARECIDA,PIETRA SILVEIRA APARECIDA,,1973-03-29,421120
17518,SOPHIE MENDONCA CASSIANO,MARIA SOPHIA VARGAS CASSIANO,,2008-04-22,412220
17519,DIEGO NOGUEIRA PINTO,JULIANA BRITO PINTO,,2013-02-09,292100
17520,LAURA NOVAIS DA MOTA,ELOA PEIXOTO DA MOTA,,1973-03-19,351270
17521,LUCCA BARROS RIOS,BIANCA DA CRUZ NOVAES RIOS,,2015-09-18,410540
17522,BRENDA MENDES CAMARA,ANA JULIA CAMARA CAMARA,,1994-03-03,314800
17523,ANA JULIA NOVAES ARAGAO,JULIANA MOREIRA ARAGAO,,2006-03-05,431171
17524,DIEGO CASSIANO RODRIGUES,NATALIA ARAGAO RODRIGUES,,2019-04-26,291370
17525,JOAQUIM NOVAES DIAS,LORENA FARIAS DIAS,,2023-07-16,261330
17526,HELOISA PINTO VASCONCELOS,ALICE CIRINO VASCONCELOS,,1989-04-13,260370
17527,GAEL BARBOSA PIMENTA,HELOISA RODRIGUES PIMENTA,,1987-11-06,231180
17528,LUCAS ARAGAO BRITO,ANA BEATRIZ MONTENEGRO BRITO,,1996-06-25,430740
17529,GABRIELA CUNHA BORGES,ELOA NOVAIS BORGES,,2007-02-21,230920
17530,NOAH ALBUQUERQUE PACHECO,LUARA NOGUEIRA PACHECO,,1988-04-24,311610
17531,ANA CLARA SILVA AZEVEDO,ISIS PIRES AZEVEDO,,1985-12-19,291845
17532,MARIA LAURA GARCIA LIMA,EMANUELLY MARQUES LIMA,,1991-12-22,430850
17533,LUIZ GUSTAVO OLIVEIRA SOUSA,ANTONELLA CAMARGO SOUSA,,2012-05-02,410100
17534,YAGO RIOS FOGACA,ISABELA CORREIA FOGACA,,2003-10-26,330040
17535,MAYA GUERRA FREITAS,ISIS DA CUNHA MOREIRA FREITAS,,2014-08-04,160050
17536,JADE ALVES VARGAS,BRENDA DUARTE VARGAS,,1981-11-02,431130
17537,CAROLINA MELO ABREU,LUARA PEREIRA ABREU,,1980-12-19,313500
17538,EDUARDA MARTINS PACHECO,MAYSA MARTINS PACHECO,,1999-12-25,350040
17539,ISABELLA PEIXOTO GUERRA,MAYA FOGACA GUERRA,,1994-03-14,431030
17540,MATHIAS LEAO DA ROSA,ANA LIVIA BORGES DA ROSA,,1970-12-22,316557
17541,MURILO SILVEIRA PEREIRA,BRENDA REZENDE PEREIRA,,1972-09-25,520549
17542,JOAO GABRIEL BARROS CAVALCANTI,ANNA LIZ MONTEIRO CAVALCANTI,,2004-05-09,430720
17543,FELIPE GOMES CASSIANO,HELENA ANDRADE CASSIANO,,1992-07-16,210750
17544,NINA RODRIGUES TEIXEIRA,MANUELLA MELO TEIXEIRA,,2023-04-24,430912
17545,MARIA JULIA PINTO GUERRA,ALANA PIRES GUERRA,,2008-10-05,430550
17546,ARTHUR GABRIEL AZEVEDO CAVALCANTE,ISADORA SIQUEIRA CAVALCANTE,,1972-04-01,240600
17547,HADASSA ALMEIDA DA CRUZ,LETICIA FREITAS DA CRUZ,,2003-02-16,230380
17548,GABRIELA VARGAS ARAGAO,ESTHER NOGUEIRA ARAGAO,,2018-01-27,355660
17549,JOAO LUCAS CIRINO FREITAS,LARISSA CUNHA FREITAS,,1971-09-02,520060
17550,FELIPE AZEVEDO LOPES,ALICIA VIEIRA LOPES,,1987-08-28,160021
17551,LEO OLIVEIRA GOMES,CAROLINA CASTRO GOMES,,1993-04-11,310560
17552,JOAO GUILHERME VIEIRA DIAS,HADASSA CAMARGO DIAS,,2023-01-27,292010
17553,CATARINA RODRIGUES MORAES,AGATHA PORTO MORAES,,1999-01-13,293080
17554,IGOR SANTOS MOREIRA,ISIS PEIXOTO MOREIRA,,2007-03-14,330412
17555,MANUELA NASCIMENTO PIMENTA,ESTHER REZENDE PIMENTA,,2007-02-22,320230
17556,LIZ GOMES CARDOSO,GABRIELLY JESUS CARDOSO,,1982-04-05,430350
17557,JOAO FELIPE REZENDE PEREIRA,ANA JULIA LEAO PEREIRA,,2009-03-21,431320
17558,CLARA PORTO ROCHA,BEATRIZ COSTELA ROCHA,,1980-12-15,291240
17559,ISABELLY PIMENTA CASTRO,BELLA SOUSA CASTRO,,1970-06-13,250630
17560,BARBARA RODRIGUES MOURA,SOPHIE APARECIDA MOURA,,2017-06-08,411580
17561,SOPHIE ANDRADE RODRIGUES,LUISA PIMENTA RODRIGUES,,1997-03-10,354500
17562,BRENDA FARIAS VARGAS,LUNA DUARTE VARGAS,,2001-03-07,430900
17563,ASAFE COSTA NOVAIS,JOANA LOPES NOVAIS,,1970-10-19,352720
17564,CLARICE PEIXOTO BORGES,KAMILLY DA CRUZ CORREIA BORGES,,2006-07-07,230250
17565,DAVI LUCAS CORREIA SA,MARCELA GONCALVES SA,,2005-07-11,520130
17566,HELENA DA COSTA FARIAS CASSIANO,NINA RIOS CASSIANO,,1991-05-28,290800
17567,YURI SILVA DAS NEVES,ANA CAROLINA DA CONCEICAO VARGAS DAS NEVES,,1981-12-14,432180
17568,DANIELA NOVAES FREITAS,LUARA CARVALHO FREITAS,,2018-06-26,355270
17569,ANNA LIZ AZEVEDO CARDOSO,VALENTINA SA CARDOSO,,1985-12-31,291260
17570,JOSUE RIBEIRO SALES,MARIA JULIA CASSIANO SALES,,2023-04-07,311800
17571,LAIS SALES PORTO,MAYSA MORAES PORTO,,2013-06-11,220556
17572,VITOR GABRIEL SILVEIRA DA MATA,VALENTINA AZEVEDO DA MATA,,2012-09-08,150090
17573,ARTHUR GABRIEL PIMENTA DA LUZ,LAVINIA CAMPOS DA LUZ,,1978-07-19,171110
17574,MATTEO JESUS AZEVEDO,BELLA CAVALCANTI AZEVEDO,,2020-02-17,431830
17575,OTTO SALES CUNHA,ANTONELLA RIOS CUNHA,,2012-12-03,314810
17576,AUGUSTO MARQUES FONSECA,JULIANA MONTEIRO FONSECA,,2023-01-24,430120
17577,ANA CAROLINA JESUS GUERRA,KAMILLY TEIXEIRA GUERRA,,1989-04-29,430585
17578,BRENDA RIBEIRO ARAUJO,MARIA FERNANDA JESUS ARAUJO,,2016-01-29,351950
17579,BRUNA ARAUJO CIRINO,ISIS BARROS CIRINO,,1974-05-19,431350
17580,ENRICO PINTO MONTENEGRO,ISABEL MARQUES MONTENEGRO,,1998-02-05,421620
17581,RAVI LUCCA SOUSA CASTRO,MARIA FERNANDA FONSECA CASTRO,,1985-04-26,431040
17582,SARAH CAVALCANTI NUNES,MARIA JULIA DA COSTA PASTOR NUNES,,1970-08-24,172000
17583,ALEXANDRE TEIXEIRA VASCONCELOS,ANA LIVIA GONCALVES VASCONCELOS,,1995-12-01,292430
17584,ALANA SIQUEIRA REZENDE,ANA LUIZA MONTENEGRO REZENDE,,2006-11-05,352080
17585,SOPHIA BARBOSA PEIXOTO,GABRIELLY PEREIRA PEIXOTO,,2003-10-21,412110
17586,ISABELLA NUNES RODRIGUES,MARIA LUISA LOPES RODRIGUES,,2018-08-10,231280
17587,ANA LUIZA FOGACA SAMPAIO,MARIA JULIA GONCALVES SAMPAIO,,2019-10-09,432032
17588,CALEB ALVES FARIAS,EMANUELLA SANTOS FARIAS,,1975-03-10,353700
17589,MARIA ALICE MOURA RIOS,STELLA DAS NEVES AZEVEDO RIOS,,1972-06-07,510300
17590,CAUE VIEIRA MONTEIRO,HELOISA CAVALCANTE MONTEIRO,,1988-09-29,310730
17591,MARIA LUIZA RAMOS DA CRUZ,MARIA LAURA SA DA CRUZ,,1990-11-07,411980
17592,JULIA MONTENEGRO NOVAES,ANA CECILIA BARBOSA NOVAES,,2024-06-03,510600
17593,PEDRO HENRIQUE PEREIRA CAVALCANTE,ANA CAROLINA CASA GRANDE CAVALCANTE,,1987-10-25,230420
17594,BRAYAN PACHECO MENDES,MAYSA LOPES MENDES,,2002-07-05,410840
17595,VITOR ARAUJO BRITO,MAYA RIBEIRO BRITO,,2006-08-27,261410
17596,ALICIA RIOS MACHADO,MARIANA DA MATA VIEIRA MACHADO,,1972-03-02,500345
17597,ANA CLARA DUARTE PACHECO,ANA DA ROCHA NOVAIS PACHECO,,2005-06-16,150150
17598,ALLANA MACHADO CAVALCANTI,CAROLINA ABREU CAVALCANTI,,2001-07-25,355360
17599,JOSE PEDRO SIQUEIRA MORAES,LAIS ALBUQUERQUE MORAES,,1991-03-25,251400
17600,DANILO SALES DA CUNHA,LUANA CASA GRANDE DA CUNHA,,1982-06-02,330180
17601,MAYSA SIQUEIRA MOREIRA,NATALIA CORREIA MOREIRA,,2015-06-29,421750
17602,DAVI MIGUEL MONTEIRO PIRES,ISIS ALVES PIRES,,1977-06-24,150680
17603,JOAO MIGUEL BRITO SALES,SOPHIE ARAGAO SALES,,2016-06-28,150800
17604,MARIANE ALVES LOPES,RAFAELA ALBUQUERQUE LOPES,,1983-03-21,230700
17605,VALENTIM COSTA MONTENEGRO,AURORA FERREIRA MONTENEGRO,,1995-12-21,290230
17606,MILENA OLIVEIRA MACHADO,HADASSA MONTENEGRO MACHADO,,1974-12-04,315000
17607,ANA VITORIA REZENDE BRITO,CECILIA ABREU BRITO,,2005-06-07,314390
17608,ANA BEATRIZ MARTINS CAMPOS,EMANUELLY RIBEIRO CAMPOS,,1971-02-05,171090
17609,MARIA CALDEIRA ARAGAO,ANA CLARA SOUSA ARAGAO,,1986-10-20,261350
17610,JOANA CAVALCANTI MELO,MARIA FLOR PINTO MELO,,1988-12-01,251260
17611,BENJAMIM VIANA MELO,LIZ PASTOR MELO,,2014-01-14,170240
17612,EDUARDO CASA GRANDE BRITO,VITORIA CIRINO BRITO,,2014-12-07,420900
17613,JOAO VITOR OLIVEIRA MONTENEGRO,ANA JULIA DA MOTA CORREIA MONTENEGRO,,1998-03-01,330100
17614,MARIA FERNANDA NASCIMENTO RIOS,LETICIA CAVALCANTI RIOS,,1983-04-23,353760
17615,MARIA JULIA RODRIGUES BORGES,ANA JULIA PIRES BORGES,,1990-06-01,316110
17616,HENRY LIMA CALDEIRA,GIOVANNA DAS NEVES LIMA CALDEIRA,,1970-03-26,355170
17617,LUIZ FERNANDO TEIXEIRA DA CONCEICAO,MARIA FLOR MARTINS DA CONCEICAO,,2012-10-11,313350
17618,ASAFE CORREIA DA LUZ,PIETRA DA ROSA NUNES DA LUZ,,2006-11-17,420160
17619,DIOGO GOMES DA CRUZ,MELISSA CARDOSO DA CRUZ,,1988-07-12,311220
17620,JOAO FELIPE AZEVEDO CIRINO,ANNA LIZ MELO CIRINO,,2016-04-18,411727
17621,ELISA FARIAS DA MOTA,MARIAH FARIAS DA MOTA,,1998-01-11,220080
17622,YASMIN ROCHA APARECIDA,MARIA CLARA FONSECA APARECIDA,,2012-09-29,330010
17623,ANTHONY GABRIEL DA ROCHA GONCALVES PACHECO,RAFAELA GUERRA PACHECO,,2020-12-30,250180
17624,YAGO NUNES PIMENTA,CAROLINA APARECIDA PIMENTA,,2024-03-05,432080
17625,MANUELA DA ROSA LEAO CIRINO,MILENA VARGAS CIRINO,,1987-01-08,353120
17626,MARIA FLOR FARIAS RIBEIRO,DANIELA CORREIA RIBEIRO,,1981-08-17,410630
17627,RAFAEL LIMA ROCHA,GABRIELA ALMEIDA ROCHA,,1994-12-03,421755
17628,ANA JULIA DAS NEVES SOUZA MARQUES,MANUELA CUNHA MARQUES,,2017-10-15,431720
17629,DOM SOUSA MENDONCA,LIZ PEIXOTO MENDONCA,,2001-03-01,230420
17630,DAVI LUCAS SIQUEIRA NOVAES,EVELYN CAMPOS NOVAES,,2009-09-10,130150
17631,MARIA HELENA RIOS LOPES,HELLENA LOPES LOPES,,2001-05-03,250300
17632,JOAO FELIPE GUERRA CALDEIRA,ALLANA CASSIANO CALDEIRA,,2022-09-20,320120
17633,OTTO SANTOS DA MATA,RAQUEL SILVEIRA DA MATA,,1975-06-18,420410
17634,MARINA GONCALVES MACHADO,ANA SOPHIA SOUZA MACHADO,,1999-11-09,353630
17635,VICENTE SANTOS LEAO,LAVINIA MENDONCA LEAO,,1979-04-05,352830
17636,MANUELLA REZENDE SOUSA,KAMILLY DA MOTA RIOS SOUSA,,1998-05-06,353190
17637,DIEGO TEIXEIRA PACHECO,BIANCA MENDONCA PACHECO,,1996-02-03,270760
17638,VINICIUS COSTA AZEVEDO,BRENDA PINTO AZEVEDO,,2016-08-22,420060
17639,YAGO FONSECA BARBOSA,ISADORA GOMES BARBOSA,,1975-01-23,260230
17640,VICENTE SILVEIRA SILVA,SOFIA GOMES SILVA,,1989-01-19,230120
17641,AGATHA COSTA TEIXEIRA,CLARA DA CONCEICAO MONTEIRO TEIXEIRA,,1976-04-16,150747
17642,LEVI DIAS FOGACA,JULIANA MACEDO FOGACA,,1971-03-19,150746
17643,HELOISA CORREIA CARVALHO,ESTER ARAGAO CARVALHO,,2014-12-11,260890
17644,VALENTINA MOURA DA LUZ,LUIZA NOVAIS DA LUZ,,2002-07-22,260680
17645,CAMILA BRITO BORGES,CECILIA REZENDE BORGES,,2004-05-13,172065
17646,MARIA SOPHIA CORREIA PIMENTA,LIVIA MELO PIMENTA,,1983-09-19,420257
17647,APOLLO GOMES DA LUZ,VALENTINA ARAUJO DA LUZ,,1983-08-13,432195
17648,BRUNO DA CRUZ ARAUJO PIRES,VITORIA RIOS PIRES,,2007-05-09,522068
17649,ANTHONY DIAS BRITO,HELENA BORGES BRITO,,1984-12-22,150290
17650,ASAFE VIANA DAS NEVES,CECILIA CAVALCANTI DAS NEVES,,2006-07-03,210450
17651,HELLENA CAMPOS DA CRUZ,AGATHA PEREIRA DA CRUZ,,1980-12-31,280620
17652,ENZO CUNHA MOREIRA,MARIA FERNANDA MARTINS MOREIRA,,1974-08-27,210130
17653,ALANA DUARTE ARAGAO,MAITE TEIXEIRA ARAGAO,,1986-07-01,430230
17654,DANIEL CASA GRANDE PEIXOTO,YASMIN DA CRUZ DA ROSA PEIXOTO,,1994-01-28,231300
17655,LUNA MORAES NASCIMENTO,MARIA JULIA NUNES NASCIMENTO,,1974-03-17,355030
17656,OLIVIA MONTEIRO RODRIGUES,EMANUELLA ALMEIDA RODRIGUES,,2005-07-03,312240
17657,NOAH LOPES CAMARGO,ALEXIA MONTENEGRO CAMARGO,,2000-11-03,313835
17658,BRENO LEAO COSTELA,CECILIA FOGACA COSTELA,,1978-10-26,431910
17659,LUNA TEIXEIRA MORAES,MARIA CECILIA FERNANDES MORAES,,1997-05-07,291800
17660,ANA LAURA CASSIANO ARAGAO,AYLLA CIRINO ARAGAO,,1970-08-14,292575
17661,LARA ALVES DA CUNHA,ISADORA VIEIRA DA CUNHA,,1979-02-23,430693
