id,nome,mae,sexo,cod_munic_res,dt_nasc
20629,Léo Costa Cunha,Ana Júlia Cavalcante Cunha,M,430350935,1985-06-22
20630,Ana Luiza da Rocha DUARTE Freitas,Beatriz Freitas Freitas,F,355030869,1993-11-27
20631,Hellena Ramos Barbosa,Lara Macedo Barbosa,F,292690505,2005-07-13
20632,Liz Novais Andrade,Stephany Albuquerque Andrade,F,290490215,1974-04-16
20633,Mariana Fonseca das Neves,Helena Moraes das Neves,F,330500030,1974-02-26
20634,Ana Lívia Campos Sousa,Emanuelly Casa Grande Sousa,F,351070810,1983-11-14
20635,Rafaela Souza Andrade,Emanuelly Correia Andrade,F,250700205,2002-12-09
20636,Miguel Albuquerque Costela,Fernanda Vieira Costela,M,412785805,1994-02-26
20637,Breno Moraes Viana,Laís Souza Viana,M,420540715,2015-02-12
20638,Juan Araújo Porto,Vitória Fernandes Porto,M,410390920,2015-11-25
20639,Henry Brito Fernandes,Maria Júlia Nascimento Fernandes,M,420250305,1978-07-19
20640,Caroline da Rocha MELO Rodrigues,Letícia Moura Rodrigues,F,230125720,1995-02-12
20641,Lucas Gabriel Garcia Câmara,Evelyn Sá Câmara,M,316940610,1983-10-04
20642,Rebeca Cardoso Correia,Eloá Oliveira Correia,F,320090450,1982-07-12
20643,Thiago Brito Barbosa,Julia Cavalcante Barbosa,M,510558005,1996-06-09
20644,Ana Laura Correia da Luz,Ana Julia Montenegro da Luz,F,313360005,1974-11-11
20645,Heloisa Sá Cardoso,Pietra Marques Cardoso,F,220050905,2018-10-19
20646,Daniela Cirino Ribeiro,Ana Laura Montenegro Ribeiro,F,211172205,1971-10-22
20647,Mirella da Cruz MELO Barbosa,Isabella Albuquerque Barbosa,F,170200005,2011-12-09
20648,Pedro Henrique Vieira Castro,Isabela da Luz COSTELA Castro,M,412085305,2015-04-07
20649,Maria Luiza Aparecida Dias,Laís Silveira Dias,F,330440905,1996-04-30
20650,Júlia Araújo Cirino,Ana Carolina Gomes Cirino,F,231380709,1980-07-16
20651,Antônio Casa Grande Ramos,Daniela Moura Ramos,M,170300805,2010-07-11
20652,Diego Cavalcante da Mota,Yasmin Rios da Mota,M,320334625,1977-01-14
20653,Emanuella da Cruz MONTENEGRO Gonçalves,Lavínia Camargo Gonçalves,F,221095305,2014-12-03
20654,Ravy Rezende Sá,Heloisa Pereira Sá,M,251360420,1985-07-20
20655,Nina Montenegro Pereira,Beatriz Melo Pereira,F,290070205,1985-10-18
20656,Maria Helena Souza Teixeira,Mariane Ramos Teixeira,F,412510005,2022-06-04
20657,Murilo Ramos Casa Grande,Sophie Correia Casa Grande,M,315220412,1995-08-06
20658,Zoe Lima Sá,Nicole Fernandes Sá,F,355030882,2012-02-12
20659,Antônio Rios Fernandes,Luna Moreira Fernandes,M,431440705,1970-09-07
20660,Mathias Alves Sousa,Ayla Cavalcante Sousa,M,412500115,1991-05-28
20661,Mariana Pacheco Vargas,Maria Sophia Correia Vargas,F,231270006,1971-06-05
20662,Stella Pinto da Rosa,Isabela da Conceição SALES da Rosa,F,353020115,1970-01-19
20663,Alana Cavalcanti Aparecida,Sara Pimenta Aparecida,F,221000305,2010-03-21
20664,Emanuel Martins Lima,Catarina Martins Lima,M,230770045,2021-11-09
20665,Eloah Cunha da Rocha,Ana Vitória Cirino da Rocha,F,353320505,2013-06-24
20666,Otávio Martins Costela,Ágatha Cirino Costela,M,130423705,2023-10-17
20667,Yasmin Sampaio Vargas,Manuella Vieira Vargas,F,312930105,2007-10-10
20668,Fernanda da Rosa VASCONCELOS Abreu,Pietra Ribeiro Abreu,F,312595205,1982-03-24
20669,João Miguel Vasconcelos Pimenta,Isabelly Vasconcelos Pimenta,M,316600605,1973-04-26
20670,Matteo Almeida Novais,Olívia Mendes Novais,M,521760915,1989-08-02
20671,Oliver da Cunha MELO Sá,Hadassa Melo Sá,M,420253705,1977-09-02
20672,Clara Costa Barros,Aylla Pinto Barros,F,351900605,2021-07-14
20673,Caroline Brito Barros,Ana Sophia Monteiro Barros,F,230790805,1970-11-22
20674,Sara Fonseca da Cruz,Eloah Gonçalves da Cruz,F,230423620,1979-06-03
20675,Cauê Brito da Mota,Sofia Nunes da Mota,M,230420225,1978-10-22
20676,Mariana da Conceição RIOS Cunha,Alícia Câmara Cunha,F,150730005,2006-03-04
20677,Mateus Cavalcanti da Cruz,Sabrina Pastor da Cruz,M,150110510,2021-10-04
20678,Ester da Paz CIRINO Moraes,Ana Laura Vasconcelos Moraes,F,330500007,2008-09-11
20679,Maria Liz Porto Carvalho,Ana Vitória Vasconcelos Carvalho,F,351480910,1974-09-23
20680,João Vitor da Luz REZENDE da Luz,Laís Aparecida da Luz,M,353210805,1990-07-19
20681,Alana Viana Montenegro,Camila da Cruz MOREIRA Montenegro,F,431940605,1988-06-06
20682,Gael Cirino Marques,Maria Vitória Pastor Marques,M,310560810,2022-12-15
20683,Zoe Vieira Macedo,Melina Correia Macedo,F,260545905,2024-07-07
20684,Maria Liz Viana Camargo,Elisa Araújo Camargo,F,292830705,2006-08-18
20685,Sophie Pastor Leão,Stephany Abreu Leão,F,220115005,1970-10-07
20686,Stella Peixoto Pinto,Sarah Jesus Pinto,F,330610725,1988-03-19
20687,Caleb Rodrigues Peixoto,Bianca Novaes Peixoto,M,421470605,1985-08-26
20688,Arthur Andrade Barros,Ana Beatriz Vasconcelos Barros,M,240540505,2018-10-02
20689,Otávio Azevedo Carvalho,Fernanda Borges Carvalho,M,431410017,1990-01-31
20690,João da Cruz VARGAS Mendonça,Ana Laura Azevedo Mendonça,M,352710810,2010-06-22
20691,Mathias Vasconcelos Pimenta,Laís Araújo Pimenta,M,150020610,2003-05-27
20692,Enzo Gabriel Cavalcante da Mata,Sarah Albuquerque da Mata,M,412520905,1984-08-19
20693,Eduarda da Luz MARTINS Viana,Alana Silveira Viana,F,260340505,2006-08-04
20694,Antônio Pires Nogueira,Gabrielly Moura Nogueira,M,140050605,1991-03-13
20695,Hadassa Gonçalves Azevedo,Evelyn da Luz CASA GRANDE Azevedo,F,314940805,2017-12-25
20696,Gabriela Correia Rocha,Stephany Peixoto Rocha,F,314430005,2006-10-10
20697,Caroline Cavalcante Aragão,Bruna Marques Aragão,F,220830405,1977-01-04
20698,Gustavo Henrique Farias Aragão,Maria Andrade Aragão,M,313760115,1985-07-09
20699,Isadora Melo Abreu,Emanuelly Moraes Abreu,F,290910910,1977-10-28
20700,Mariana da Costa DIAS Carvalho,Eloah Rocha Carvalho,F,521060405,1987-10-27
20701,Ana Julia da Mota NASCIMENTO Cavalcante,Hellena Pastor Cavalcante,F,411150635,2019-11-24
20702,Ana Sophia Pereira Pimenta,Caroline Gonçalves Pimenta,F,412520920,2006-08-15
20703,Ana Júlia Pereira Moreira,Heloisa da Paz APARECIDA Moreira,F,292360505,2014-01-21
20704,Vitor Hugo Oliveira Andrade,Milena da Cruz CÂMARA Andrade,M,353420305,1983-11-19
20705,Maria Vitória Duarte Alves,Rebeca Azevedo Alves,F,251315805,1985-04-13
20706,Sara da Cunha GUERRA Vieira,Maria Cecília Gonçalves Vieira,F,316225205,1991-06-11
20707,Ryan Oliveira Barros,Luna Moraes Barros,M,315500905,2004-08-03
20708,Isabelly Barros Azevedo,Clara Câmara Azevedo,F,250980005,2019-04-24
20709,Ravy Abreu Borges,Maria Alice Macedo Borges,M,431410050,2011-05-04
20710,Vitória Vieira Correia,Zoe Mendonça Correia,F,261390918,2016-01-31
20711,Júlia da Costa MENDES Nunes,Ana Carolina Pastor Nunes,F,210670610,1986-02-21
20712,Leandro Vargas Fogaça,Allana Aparecida Fogaça,M,330540625,1992-08-31
20713,Caleb Araújo Barbosa,Antonella Souza Barbosa,M,230945840,2008-06-09
20714,Theo Duarte Jesus,Ana Carolina Pacheco Jesus,M,421770905,1986-09-19
20715,Mariana Siqueira Fernandes,Alícia Nogueira Fernandes,F,312620805,2010-09-11
20716,Samuel Novaes da Paz,Mariana Barros da Paz,M,431215340,1993-09-25
20717,Ravi Vasconcelos Rezende,Luna Moreira Rezende,M,231290807,1988-06-19
20718,Maria Clara Souza Pimenta,Jade Cunha Pimenta,F,291600510,1988-08-23
20719,Maria Alice Pires Cavalcante,Mariana Siqueira Cavalcante,F,210515305,2021-02-06
20720,Josué Siqueira Brito,Melina Rezende Brito,M,290390410,1997-02-05
20721,Carolina Rios Rocha,Luna Sampaio Rocha,F,270720605,1987-02-16
20722,Maria Isis Sousa Cavalcante,Isadora Sá Cavalcante,F,230410333,1977-07-20
20723,Rhavi Montenegro Jesus,Brenda Rodrigues Jesus,M,412630607,1971-11-29
20724,Maria Laura Machado Vasconcelos,Gabrielly Cavalcante Vasconcelos,F,230640540,1991-02-02
20725,Benicio Sá Freitas,Ana Vitória Monteiro Freitas,M,230710605,1977-04-05
20726,Maria Cecília Mendonça Ramos,Giovanna Costa Ramos,F,230205715,2021-07-06
20727,Felipe das Neves ANDRADE Sampaio,Clarice Rezende Sampaio,M,316280710,2001-09-23
20728,Anthony Gabriel Monteiro Fernandes,Maria Luísa Nascimento Fernandes,M,291072705,1995-10-19
20729,Kevin da Rosa PIRES Pereira,Manuella Barros Pereira,M,410240610,1998-01-09
20730,Arthur Fonseca Siqueira,Alícia Peixoto Siqueira,M,330570310,1987-10-06
20731,Maya Borges Novaes,Ana Luiza Pacheco Novaes,F,310790105,1977-09-01
20732,Gael Souza Alves,Kamilly Pereira Alves,M,220105105,1992-01-08
20733,Daniel Cunha Porto,Melissa Casa Grande Porto,M,230370910,1997-09-06
20734,Olívia Santos Pacheco,Alícia Abreu Pacheco,F,316165005,2008-08-26
20735,Ana Vargas Ribeiro,Ágatha Rezende Ribeiro,F,430730205,2006-08-23
20736,Valentim Vasconcelos Nascimento,Maria Luísa Vasconcelos Nascimento,M,241370605,1973-12-05
20737,Catarina Barros Fogaça,Ana Júlia da Conceição CAVALCANTI Fogaça,F,355030810,2009-11-15
20738,Ana Vitória Duarte Cunha,Aylla Duarte Cunha,F,431043920,1994-08-08
20739,Maria Luísa Nascimento Pimenta,Eloá Câmara Pimenta,F,230465705,1992-05-27
20740,Anthony Cavalcante Moura,Helena Gomes Moura,M,230560520,2022-09-23
20741,Vicente Novais Marques,Maria Eduarda Vasconcelos Marques,M,420140610,1975-10-17
20742,Lorenzo Fogaça Silveira,Hadassa Vieira Silveira,M,260840405,1979-09-15
20743,Fernanda Lima Moraes,Laura Martins Moraes,F,291685605,2010-03-23
20744,Luan Albuquerque da Paz,Alana Silva da Paz,M,430597505,2002-12-17
20745,João Vitor da Mota COSTELA Peixoto,Isabel Gonçalves Peixoto,M,410895705,1975-11-17
20746,Mariah Pacheco da Costa,Olívia Monteiro da Costa,F,260860210,2018-08-12
20747,Milena Mendonça Jesus,Joana Azevedo Jesus,F,350190505,1972-11-05
20748,Luiz Miguel Cavalcante Pimenta,Heloisa Gomes Pimenta,M,430840905,2001-12-29
20749,Theodoro Ferreira Barbosa,Pietra Pereira Barbosa,M,313890605,1994-07-04
20750,Pietro Barros da Rocha,Lorena Pires da Rocha,M,280060505,1995-02-26
20751,Marcos Vinicius Aparecida Cardoso,Rebeca Dias Cardoso,M,430905005,1994-11-21
20752,Ravy Machado Souza,Julia Novais Souza,M,353190205,2003-07-04
20753,Ravi Lucca Martins Silva,Hellena Aragão Silva,M,431180917,2005-03-06
20754,Sarah Santos Peixoto,Esther Cunha Peixoto,F,430880508,1978-04-20
20755,Cecilia Montenegro Novais,Maria Flor Silva Novais,F,250280505,2018-01-06
20756,Kaique Costa Aparecida,Ana Lívia Moraes Aparecida,M,292110415,2021-07-07
20757,Augusto Moreira Correia,Maria Clara Melo Correia,M,521450705,2015-10-12
20758,Luara Pimenta Sampaio,Rebeca Oliveira Sampaio,F,510729705,1981-08-13
20759,Eloah da Rocha DA CRUZ Sampaio,Bella Fonseca Sampaio,F,230390705,2012-06-08
20760,Maria Novais Pacheco,Ana Júlia Casa Grande Pacheco,F,500600205,2002-04-13
20761,Guilherme Farias Jesus,Elisa Cardoso Jesus,M,290930710,2018-06-30
20762,Stephany Souza Novais,Ana Luiza da Cruz SAMPAIO Novais,F,251030305,2004-01-02
20763,Gael Henrique Viana da Mota,Ana Carolina Cassiano da Mota,M,260390005,1996-04-01
20764,Alexandre Garcia Sousa,Luana Siqueira Sousa,M,522157705,1979-03-25
20765,José Viana Nunes,Ana Cecília da Paz CAMARGO Nunes,M,230240435,2010-05-06
20766,Matteo Mendes da Cruz,Giovanna Alves da Cruz,M,221065605,2013-03-03
20767,Dante Santos Vargas,Vitória Oliveira Vargas,M,412410317,2000-09-14
20768,João Gabriel Teixeira Castro,Laís Pastor Castro,M,421895405,2001-10-18
20769,Bernardo Pinto Pacheco,Sarah da Cruz CASA GRANDE Pacheco,M,110012205,1975-11-12
20770,Ravi Lucca Martins Souza,Zoe Duarte Souza,M,320405415,2001-10-20
20771,Clara Moraes da Cruz,Larissa Garcia da Cruz,F,293170715,2019-06-17
20772,Heitor Farias Ramos,Ágatha Barbosa Ramos,M,355040705,1993-02-07
20773,Maria Helena Rocha da Rosa,Esther Ramos da Rosa,F,420290905,2004-07-26
20774,Luiz Otávio Caldeira Vargas,Stella Pastor Vargas,M,410630825,1980-06-16
20775,Luiz Felipe Borges Abreu,Sarah Macedo Abreu,M,320120910,2022-08-03
20776,Marcos Vinicius Macedo Vieira,Clarice Siqueira Vieira,M,314225420,2019-01-17
20777,Yago Oliveira Oliveira,Hadassa Ferreira Oliveira,M,354765005,2013-09-16
20778,Antonella Peixoto Vargas,Maya Caldeira Vargas,F,430165130,1996-01-06
20779,Juan da Cruz FONSECA Sousa,Antonella Rodrigues Sousa,M,431697205,2005-08-26
20780,Laura Teixeira Cavalcante,Luiza Rodrigues Cavalcante,F,290610505,1997-02-24
20781,Antônio das Neves GUERRA Vargas,Luara Melo Vargas,M,210610205,2013-11-26
20782,Anthony Gabriel Cavalcante Duarte,Maria Lopes Duarte,M,430845805,1992-02-23
20783,Bruna Ferreira Pastor,Anna Liz Moraes Pastor,F,231330233,2005-08-16
20784,Lunna Cavalcanti Silveira,Bianca Macedo Silveira,F,500290215,1974-04-08
20785,Juliana Cunha Martins,Maria Laura Nascimento Martins,F,231220545,1980-10-19
20786,Davi Lucas Câmara Peixoto,Bianca Pereira Peixoto,M,350640905,2016-02-29
20787,Bárbara Jesus Rezende,Manuela Guerra Rezende,F,293180605,1983-03-28
20788,Jade Castro Macedo,Lorena Camargo Macedo,F,320370025,1994-11-20
20789,João Felipe Cassiano Souza,Agatha Melo Souza,M,292050205,1991-11-01
20790,Gabrielly Viana Correia,Alícia Novaes Correia,F,291905805,1997-08-04
20791,Ana Clara Aragão Lima,Esther da Rocha COSTELA Lima,F,430085105,2022-03-30
20792,Rafael Castro Sampaio,Julia Borges Sampaio,M,351270405,1978-12-24
20793,Yasmin Cavalcante Vieira,Larissa Marques Vieira,F,292810915,1979-06-02
20794,Léo Camargo Nogueira,Luna Nascimento Nogueira,M,291680705,1991-06-01
20795,Gael Rios Rezende,Melina Mendes Rezende,M,350120205,1977-06-15
20796,Bernardo Garcia Camargo,Maya Dias Camargo,M,120005405,2005-07-22
20797,Cauê Azevedo Cirino,Alícia Farias Cirino,M,260540005,1973-06-07
20798,Luiz Otávio Sousa Rodrigues,Maria Liz da Luz FARIAS Rodrigues,M,110004910,2017-04-21
20799,João Miguel Fernandes Oliveira,Isis Fogaça Oliveira,M,410990610,1985-02-13
20800,Henry Castro Macedo,Maria Fernanda Moreira Macedo,M,170610005,1980-08-27
20801,Ester Ramos Cavalcante,Lavínia Abreu Cavalcante,F,310830515,2010-10-21
20802,Vitor Moraes Rodrigues,Rebeca Ferreira Rodrigues,M,110033805,1981-06-20
20803,Heloisa Gonçalves Gonçalves,Julia Aparecida Gonçalves,F,230590245,1975-12-04
20804,Benjamin Sá Albuquerque,Gabrielly Farias Albuquerque,M,130350205,1990-01-05
20805,Alícia Machado da Cunha,Alexia Cassiano da Cunha,F,410140805,2001-12-30
20806,Olivia das Neves DA MOTA Sales,Zoe Camargo Sales,F,420690005,1990-10-24
20807,Mariah Pires Moraes,Bianca da Mota PINTO Moraes,F,220980705,1977-07-19
20808,Helena da Cunha CARVALHO da Costa,Helena Marques da Costa,F,261100215,1999-11-18
20809,Asafe Barbosa da Rosa,Natália da Mota DUARTE da Rosa,M,431971110,2020-01-26
20810,Lucas Gabriel Guerra Souza,Maria Luísa da Cruz ARAGÃO Souza,M,270310605,2006-06-18
20811,Dom Peixoto Nascimento,Alexia Pinto Nascimento,M,510345205,2019-06-16
20812,Maria Alice Guerra Cardoso,Julia Nunes Cardoso,F,354000210,2007-07-29
20813,Alexandre Vieira Viana,Juliana Cavalcanti Viana,M,291310105,1995-08-06
20814,Luiz Henrique Fernandes Jesus,Sarah Freitas Jesus,M,292210205,1978-08-22
20815,Ryan Nascimento Aragão,Allana Abreu Aragão,M,411740405,1981-06-26
20816,Maria Vitória Mendonça Marques,Juliana Silveira Marques,F,320020110,2024-05-31
20817,Maria Julia Vieira Pimenta,Mariah da Rocha PORTO Pimenta,F,317220205,1974-06-02
20818,Augusto Melo Rezende,Bella Dias Rezende,M,352960905,1980-07-30
20819,Leonardo Oliveira Dias,Helena Cardoso Dias,M,316210415,1985-01-25
20820,Yan Alves Silva,Emanuelly Silveira Silva,M,352550805,2006-01-31
20821,Lucca Albuquerque das Neves,Eloá Caldeira das Neves,M,260670505,1986-11-24
20822,Hadassa Albuquerque Casa Grande,Maria Vitória Pereira Casa Grande,F,310860220,1973-12-25
20823,Valentina Camargo Mendonça,Letícia Macedo Mendonça,F,412580305,1972-02-21
20824,Nathan Fernandes Lopes,Ana Júlia Dias Lopes,M,520485405,2007-06-27
20825,Heloísa Cavalcanti Vasconcelos,Maria Julia Costela Vasconcelos,F,250600405,1987-03-17
20826,Isis Aparecida Nogueira,Ester Moreira Nogueira,F,230800515,2006-09-13
20827,Ana Luiza Rios Nunes,Amanda Mendes Nunes,F,353050815,1994-01-28
20828,Pedro Vieira Rezende,Maria Eduarda Sá Rezende,M,231130635,1973-12-13
20829,Dom Lima Vasconcelos,Maria Fernanda Abreu Vasconcelos,M,311780105,1973-07-23
20830,Natália Alves Freitas,Ester Viana Freitas,F,314510905,2009-09-17
20831,Milena Ferreira Marques,Hadassa Vasconcelos Marques,F,314570305,1975-08-08
20832,Enzo Gabriel Freitas Nogueira,Pietra da Costa DA CUNHA Nogueira,M,421950705,1981-11-30
20833,Kevin Vieira Castro,Allana Borges Castro,M,430676710,2013-07-01
20834,Nicolas Moura Macedo,Zoe Monteiro Macedo,M,311530005,2018-10-19
20835,Maria Clara Cardoso da Rosa,Eduarda da Mata MONTEIRO da Rosa,F,431750925,2019-05-22
20836,Liz Silveira Peixoto,Aurora Carvalho Peixoto,F,292640010,1989-10-08
20837,João Vitor Carvalho Siqueira,Ana Clara Freitas Siqueira,M,351550910,1996-03-31
20838,Lívia Ramos Freitas,Natália Gonçalves Freitas,F,351570705,2016-04-12
20839,João Felipe Silva Carvalho,Marcela Araújo Carvalho,M,260570705,1987-10-23
20840,Breno Pires Costela,Sophie Fogaça Costela,M,293080805,1974-06-26
20841,Ísis Ramos Moura,Zoe da Cunha MOREIRA Moura,F,432290505,1991-11-19
20842,Otto Moura Farias,Eloah Ferreira Farias,M,330140510,1982-05-11
20843,Mathias Oliveira Costa,Daniela Pimenta Costa,M,431750960,1981-06-14
20844,Pedro Gonçalves Carvalho,Ana Júlia Peixoto Carvalho,M,316770705,1992-04-04
20845,João Felipe Cavalcanti Gomes,Emanuella Barbosa Gomes,M,313170315,1980-08-31
20846,Guilherme Santos Lima,Maria Julia Fernandes Lima,M,150180815,2023-03-13
20847,Maria Helena Novaes Duarte,Fernanda Aragão Duarte,F,290050405,2014-11-05
20848,Gustavo Fogaça Rios,Valentina Moura Rios,M,231000105,2000-07-19
20849,Bruno da Paz VIEIRA Farias,Hellena Pacheco Farias,M,432166720,2019-07-17
20850,Isabela Azevedo da Conceição,Zoe Melo da Conceição,F,420960715,1996-05-28
20851,Yan Caldeira Barros,Maria Liz Gonçalves Barros,M,421790720,1987-06-06
20852,Rebeca Leão Freitas,Ana Sophia Castro Freitas,F,110009812,2012-03-09
20853,José Silva Fonseca,Heloísa Cassiano Fonseca,M,330060530,2012-11-03
20854,Henry Cardoso Costa,Gabriela Alves Costa,M,420650405,1998-06-25
20855,Isabela Azevedo Fernandes,Alice Freitas Fernandes,F,291780526,1978-06-10
20856,Rael Sá Câmara,Lívia Siqueira Câmara,M,320305605,1991-08-15
20857,Maria Julia Farias Fogaça,Larissa da Conceição CORREIA Fogaça,F,311020210,1995-02-15
20858,Larissa Teixeira Ramos,Isabella Campos Ramos,F,313590205,2010-11-02
20859,Vinicius Albuquerque da Paz,Sarah Aragão da Paz,M,230565410,1989-09-07
20860,Thiago Novais Moura,Joana Farias Moura,M,311340427,2006-03-16
20861,Marina Mendes Teixeira,Esther Novaes Teixeira,F,411860005,1977-11-29
20862,Henrique Sá Fonseca,Mariana Campos Fonseca,M,231050605,1982-05-03
20863,Benício Rocha Pimenta,Amanda Carvalho Pimenta,M,330240305,1990-11-01
20864,Pietro Martins Pastor,Clarice Correia Pastor,M,500270405,1976-03-04
20865,Ravi Lucca Sales Mendonça,Juliana Silveira Mendonça,M,350510405,2007-04-24
20866,Rhavi Nunes Fogaça,Ana Cecília Costela Fogaça,M,120038510,1997-01-08
20867,Vitor Hugo da Costa VARGAS Dias,Ana Júlia Gomes Dias,M,292320910,1992-06-29
20868,Ana Sophia Rezende Costela,Isabel Siqueira Costela,F,412830205,2022-05-05
20869,Anthony Gabriel Rocha Novais,Maria Fernanda Sampaio Novais,M,230600907,2015-06-20
20870,Mateus Cardoso Souza,Ana Sophia Moreira Souza,M,521950605,2008-02-02
20871,Bianca Costela Cunha,Giovanna Montenegro Cunha,F,352885805,1995-07-12
20872,Lucca Azevedo Aragão,Maria Sophia Mendonça Aragão,M,150520505,2010-12-17
20873,Luiz Fernando Nunes Ribeiro,Rafaela Campos Ribeiro,M,520170205,1970-05-07
20874,Isis Brito Nogueira,Heloísa Montenegro Nogueira,F,431308605,1994-08-11
20875,Maria Luiza da Conceição MOREIRA Brito,Hadassa Barros Brito,F,312280105,1992-09-29
20876,Gabriel Camargo Nascimento,Lívia Leão Nascimento,M,231290825,2008-03-03
20877,Rebeca Mendonça Freitas,Emanuella Cirino Freitas,F,351260505,1981-08-06
20878,Mariana Fonseca Rocha,Sabrina Martins Rocha,F,355710505,2016-06-23
20879,Stella Teixeira da Cruz,Ísis Teixeira da Cruz,F,520310405,1980-11-02
20880,Gael Henrique Ramos Mendes,Carolina Lima Mendes,M,230330305,1980-12-05
20881,Maria Alice Moraes Castro,Isadora Abreu Castro,F,430300405,1990-09-25
20882,Luigi Cardoso Machado,Eloah das Neves AZEVEDO Machado,M,330160305,1998-12-27
20883,Pietra Caldeira Fonseca,Melina Novaes Fonseca,F,521020805,2010-09-19
20884,Sophie da Costa COSTA Nunes,Alice Vasconcelos Nunes,F,330140510,2002-09-10
20885,Ana Júlia Garcia Oliveira,Daniela Andrade Oliveira,F,230770032,2008-12-30
20886,Enzo Andrade Lopes,Mariah Pereira Lopes,M,410347915,1998-07-12
20887,Emanuella Garcia da Conceição,Hellena Cassiano da Conceição,F,314580210,1980-10-20
20888,Breno da Mota DA PAZ Pinto,Helena Costa Pinto,M,310630920,1982-09-07
20889,Jade Lima Barros,Mirella Peixoto Barros,F,431350845,2005-07-25
20890,Vitor Hugo Novais Jesus,Liz Pereira Jesus,M,510775005,2006-03-29
20891,Maria Julia Brito Rodrigues,Lunna Montenegro Rodrigues,F,330385605,2019-02-22
20892,Nina Vasconcelos Rios,Jade da Paz JESUS Rios,F,521880505,1978-07-19
20893,Stephany Freitas da Rocha,Mirella Novaes da Rocha,F,430512405,1983-07-19
